Time,NepseIndex,Change,Gain,Loss,AverageGain,AverageLoss,RS,RSI,12_Day_EMA,26_Day_EMA,MACD,TrueRange,ATR
2018-08-09,1180.63,-6.69,0.0,6.69,1.88,3.29,0.57,36.33,1190.01,1198.22,-8.2,6.69,5.16
2018-08-12,1163.94,-16.69,0.0,16.69,1.74,4.25,0.41,29.1,1186.0,1195.68,-9.67,16.69,5.99
2018-08-13,1174.37,10.43,10.43,0.0,2.36,3.94,0.6,37.48,1184.21,1194.1,-9.88,10.43,6.3
2018-08-14,1180.98,6.61,6.61,0.0,2.67,3.66,0.73,42.14,1183.72,1193.13,-9.41,6.61,6.33
2018-08-15,1209.71,28.73,28.73,0.0,4.53,3.4,1.33,57.12,1187.72,1194.35,-6.64,28.73,7.93
2018-08-16,1210.32,0.61,0.61,0.0,4.25,3.16,1.35,57.37,1191.19,1195.54,-4.34,0.61,7.4
2018-08-19,1196.29,-14.03,0.0,14.03,3.94,3.93,1.0,50.07,1191.98,1195.59,-3.62,14.03,7.88
2018-08-20,1188.07,-8.22,0.0,8.22,3.66,4.24,0.86,46.35,1191.38,1195.04,-3.66,8.22,7.9
2018-08-21,1183.89,-4.18,0.0,4.18,3.4,4.23,0.8,44.54,1190.22,1194.21,-3.99,4.18,7.64
2018-08-22,1182.42,-1.47,0.0,1.47,3.16,4.04,0.78,43.89,1189.02,1193.34,-4.31,1.47,7.2
2018-08-23,1178.5,-3.92,0.0,3.92,2.93,4.03,0.73,42.13,1187.4,1192.24,-4.83,3.92,6.96
2018-08-26,1175.72,-2.78,0.0,2.78,2.72,3.94,0.69,40.87,1185.61,1191.01,-5.41,2.78,6.66
2018-08-28,1177.09,1.37,1.37,0.0,2.63,3.66,0.72,41.79,1184.3,1189.98,-5.69,1.37,6.28
2018-08-29,1172.3,-4.79,0.0,4.79,2.44,3.74,0.65,39.48,1182.45,1188.67,-6.22,4.79,6.18
2018-08-30,1181.69,9.39,9.39,0.0,2.94,3.47,0.85,45.81,1182.33,1188.16,-5.82,9.39,6.41
2018-09-02,1190.28,8.59,8.59,0.0,3.34,3.22,1.04,50.88,1183.56,1188.31,-4.76,8.59,6.56
2018-09-03,1206.26,15.98,15.98,0.0,4.24,2.99,1.42,58.63,1187.05,1189.64,-2.59,15.98,7.24
2018-09-04,1210.24,3.98,3.98,0.0,4.22,2.78,1.52,60.31,1190.62,1191.17,-0.55,3.98,7.0
2018-09-05,1234.13,23.89,23.89,0.0,5.63,2.58,2.18,68.56,1197.31,1194.35,2.96,23.89,8.21
2018-09-06,1229.77,-4.36,0.0,4.36,5.23,2.71,1.93,65.87,1202.3,1196.97,5.33,4.36,7.93
2018-09-09,1218.98,-10.79,0.0,10.79,4.85,3.29,1.48,59.63,1204.87,1198.6,6.27,10.79,8.14
2018-09-10,1210.88,-8.1,0.0,8.1,4.51,3.63,1.24,55.39,1205.79,1199.51,6.28,8.1,8.14
2018-09-11,1217.65,6.77,6.77,0.0,4.67,3.37,1.39,58.07,1207.62,1200.86,6.76,6.77,8.04
2018-09-12,1230.71,13.06,13.06,0.0,5.27,3.13,1.68,62.73,1211.17,1203.07,8.1,13.06,8.4
2018-09-13,1244.84,14.13,14.13,0.0,5.9,2.91,2.03,67.0,1216.35,1206.16,10.19,14.13,8.81
2018-09-16,1256.53,11.69,11.69,0.0,6.31,2.7,2.34,70.06,1222.53,1209.89,12.64,11.69,9.01
2018-09-17,1256.4,-0.13,0.0,0.13,5.86,2.52,2.33,69.98,1227.74,1213.34,14.4,0.13,8.38
2018-09-18,1258.81,2.41,2.41,0.0,5.62,2.34,2.4,70.63,1232.52,1216.71,15.82,2.41,7.95
2018-09-20,1255.07,-3.74,0.0,3.74,5.22,2.44,2.14,68.16,1235.99,1219.55,16.44,3.74,7.65
2018-09-23,1257.68,2.61,2.61,0.0,5.03,2.26,2.22,68.98,1239.33,1222.37,16.96,2.61,7.29
2018-09-25,1280.05,22.37,22.37,0.0,6.27,2.1,2.98,74.9,1245.59,1226.65,18.95,22.37,8.37
2018-09-26,1277.74,-2.31,0.0,2.31,5.82,2.12,2.75,73.34,1250.54,1230.43,20.11,2.31,7.94
2018-09-27,1267.18,-10.56,0.0,10.56,5.4,2.72,1.99,66.53,1253.1,1233.15,19.95,10.56,8.12
2018-09-30,1256.71,-10.47,0.0,10.47,5.02,3.27,1.53,60.53,1253.65,1234.9,18.76,10.47,8.29
2018-10-01,1238.67,-18.04,0.0,18.04,4.66,4.33,1.08,51.85,1251.35,1235.18,16.17,18.04,8.99
2018-10-02,1241.36,2.69,2.69,0.0,4.52,4.02,1.12,52.94,1249.81,1235.63,14.18,2.69,8.54
2018-10-03,1230.6,-10.76,0.0,10.76,4.2,4.5,0.93,48.26,1246.86,1235.26,11.59,10.76,8.7
2018-10-04,1227.37,-3.23,0.0,3.23,3.9,4.41,0.88,46.92,1243.86,1234.68,9.18,3.23,8.31
2018-10-07,1214.36,-13.01,0.0,13.01,3.62,5.02,0.72,41.87,1239.32,1233.17,6.15,13.01,8.64
2018-10-08,1220.52,6.16,6.16,0.0,3.8,4.66,0.81,44.89,1236.43,1232.24,4.19,6.16,8.46
2018-10-09,1217.93,-2.59,0.0,2.59,3.53,4.52,0.78,43.86,1233.58,1231.18,2.41,2.59,8.04
2018-10-10,1218.33,0.4,0.4,0.0,3.3,4.19,0.79,44.07,1231.24,1230.22,1.01,0.4,7.5
2018-10-11,1228.28,9.95,9.95,0.0,3.78,3.89,0.97,49.25,1230.78,1230.08,0.7,9.95,7.67
2018-10-14,1242.43,14.15,14.15,0.0,4.52,3.62,1.25,55.56,1232.57,1230.99,1.58,14.15,8.14
2018-10-15,1241.63,-0.8,0.0,0.8,4.2,3.41,1.23,55.14,1233.97,1231.78,2.18,0.8,7.61
2018-10-21,1246.52,4.89,4.89,0.0,4.25,3.17,1.34,57.25,1235.9,1232.87,3.02,4.89,7.42
2018-10-22,1244.54,-1.98,0.0,1.98,3.94,3.09,1.28,56.1,1237.23,1233.74,3.49,1.98,7.03
2018-10-23,1241.84,-2.7,0.0,2.7,3.66,3.06,1.2,54.49,1237.94,1234.34,3.6,2.7,6.72
2018-10-24,1249.93,8.09,8.09,0.0,3.98,2.84,1.4,58.35,1239.78,1235.49,4.29,8.09,6.82
2018-10-25,1241.11,-8.82,0.0,8.82,3.69,3.27,1.13,53.07,1239.99,1235.91,4.08,8.82,6.96
2018-10-28,1227.49,-13.62,0.0,13.62,3.43,4.01,0.86,46.13,1238.06,1235.29,2.78,13.62,7.44
2018-10-29,1216.93,-10.56,0.0,10.56,3.19,4.47,0.71,41.58,1234.81,1233.93,0.89,10.56,7.66
2018-10-30,1224.36,7.43,7.43,0.0,3.49,4.15,0.84,45.64,1233.2,1233.22,-0.01,7.43,7.64
2018-10-31,1221.46,-2.9,0.0,2.9,3.24,4.07,0.8,44.35,1231.4,1232.35,-0.95,2.9,7.3
2018-11-01,1220.98,-0.48,0.0,0.48,3.01,3.81,0.79,44.12,1229.79,1231.5,-1.71,0.48,6.82
2018-11-04,1207.28,-13.7,0.0,13.7,2.79,4.52,0.62,38.21,1226.33,1229.71,-3.38,13.7,7.31
2018-11-05,1219.2,11.92,11.92,0.0,3.44,4.19,0.82,45.1,1225.23,1228.93,-3.7,11.92,7.64
2018-11-06,1222.53,3.33,3.33,0.0,3.44,3.89,0.88,46.88,1224.82,1228.46,-3.64,3.33,7.33
2018-11-11,1205.22,-17.31,0.0,17.31,3.19,4.85,0.66,39.68,1221.8,1226.74,-4.93,17.31,8.04
2018-11-12,1193.34,-11.88,0.0,11.88,2.96,5.35,0.55,35.63,1217.42,1224.26,-6.84,11.88,8.32
2018-11-13,1207.57,14.23,14.23,0.0,3.77,4.97,0.76,43.11,1215.91,1223.03,-7.12,14.23,8.74
2018-11-14,1208.89,1.32,1.32,0.0,3.59,4.62,0.78,43.77,1214.83,1221.98,-7.15,1.32,8.21
2018-11-15,1205.02,-3.87,0.0,3.87,3.34,4.56,0.73,42.24,1213.32,1220.72,-7.4,3.87,7.9
2018-11-18,1195.45,-9.57,0.0,9.57,3.1,4.92,0.63,38.64,1210.57,1218.85,-8.28,9.57,8.02
2018-11-19,1190.2,-5.25,0.0,5.25,2.88,4.94,0.58,36.78,1207.44,1216.73,-9.29,5.25,7.82
2018-11-20,1181.75,-8.45,0.0,8.45,2.67,5.19,0.51,33.96,1203.48,1214.14,-10.65,8.45,7.87
2018-11-21,1182.55,0.8,0.8,0.0,2.54,4.82,0.53,34.47,1200.26,1211.8,-11.53,0.8,7.36
2018-11-22,1181.24,-1.31,0.0,1.31,2.36,4.57,0.52,34.01,1197.34,1209.53,-12.2,1.31,6.93
2018-11-25,1166.63,-14.61,0.0,14.61,2.19,5.29,0.41,29.26,1192.61,1206.36,-13.74,14.61,7.48
2018-11-26,1159.82,-6.81,0.0,6.81,2.03,5.4,0.38,27.35,1187.57,1202.91,-15.34,6.81,7.43
2018-11-27,1161.49,1.67,1.67,0.0,2.01,5.01,0.4,28.58,1183.56,1199.84,-16.28,1.67,7.02
2018-11-28,1159.08,-2.41,0.0,2.41,1.86,4.83,0.39,27.85,1179.79,1196.82,-17.03,2.41,6.69
2018-11-29,1148.36,-10.72,0.0,10.72,1.73,5.25,0.33,24.79,1174.95,1193.23,-18.28,10.72,6.98
2018-12-02,1130.89,-17.47,0.0,17.47,1.61,6.12,0.26,20.79,1168.18,1188.61,-20.44,17.47,7.73
2018-12-03,1131.73,0.84,0.84,0.0,1.55,5.68,0.27,21.44,1162.57,1184.4,-21.83,0.84,7.23
2018-12-04,1142.01,10.28,10.28,0.0,2.17,5.28,0.41,29.18,1159.41,1181.26,-21.85,10.28,7.45
2018-12-05,1118.13,-23.88,0.0,23.88,2.02,6.61,0.31,23.41,1153.06,1176.58,-23.53,23.88,8.63
2018-12-06,1120.84,2.71,2.71,0.0,2.07,6.13,0.34,25.22,1148.1,1172.45,-24.36,2.71,8.2
2018-12-09,1131.7,10.86,10.86,0.0,2.7,5.7,0.47,32.13,1145.58,1169.44,-23.86,10.86,8.39
2018-12-10,1144.19,12.49,12.49,0.0,3.4,5.29,0.64,39.1,1145.36,1167.57,-22.2,12.49,8.69
2018-12-11,1141.1,-3.09,0.0,3.09,3.15,5.13,0.61,38.06,1144.71,1165.61,-20.9,3.09,8.29
2018-12-12,1141.18,0.08,0.08,0.0,2.93,4.77,0.62,38.11,1144.16,1163.8,-19.63,0.08,7.7
2018-12-13,1148.78,7.6,7.6,0.0,3.27,4.43,0.74,42.47,1144.87,1162.68,-17.81,7.6,7.69
2018-12-16,1167.67,18.89,18.89,0.0,4.38,4.11,1.07,51.61,1148.38,1163.05,-14.67,18.89,8.49
2018-12-17,1182.78,15.11,15.11,0.0,5.15,3.82,1.35,57.44,1153.67,1164.51,-10.84,15.11,8.97
2018-12-18,1168.17,-14.61,0.0,14.61,4.78,4.59,1.04,51.04,1155.9,1164.79,-8.88,14.61,9.37
2018-12-19,1162.7,-5.47,0.0,5.47,4.44,4.65,0.95,48.85,1156.95,1164.63,-7.68,5.47,9.09
2018-12-20,1165.97,3.27,3.27,0.0,4.36,4.32,1.01,50.22,1158.34,1164.73,-6.39,3.27,8.67
2018-12-23,1198.18,32.21,32.21,0.0,6.35,4.01,1.58,61.28,1164.47,1167.21,-2.74,32.21,10.36
2018-12-24,1191.74,-6.44,0.0,6.44,5.89,4.18,1.41,58.49,1168.66,1169.02,-0.36,6.44,10.08
2018-12-25,1186.03,-5.71,0.0,5.71,5.47,4.29,1.27,56.04,1171.33,1170.28,1.05,5.71,9.76
2018-12-26,1216.27,30.24,30.24,0.0,7.24,3.99,1.82,64.5,1178.25,1173.69,4.56,30.24,11.23
2018-12-27,1215.16,-1.11,0.0,1.11,6.72,3.78,1.78,64.01,1183.93,1176.76,7.16,1.11,10.5
2018-12-30,1204.54,-10.62,0.0,10.62,6.24,4.27,1.46,59.39,1187.1,1178.82,8.28,10.62,10.51
2018-12-31,1188.19,-16.35,0.0,16.35,5.8,5.13,1.13,53.05,1187.27,1179.51,7.75,16.35,10.93
2019-01-01,1185.91,-2.28,0.0,2.28,5.38,4.93,1.09,52.21,1187.06,1179.99,7.07,2.28,10.31
2019-01-02,1180.43,-5.48,0.0,5.48,5.0,4.97,1.01,50.16,1186.04,1180.02,6.02,5.48,9.97
2019-01-03,1178.87,-1.56,0.0,1.56,4.64,4.72,0.98,49.56,1184.93,1179.94,5.0,1.56,9.37
2019-01-06,1170.79,-8.08,0.0,8.08,4.31,4.96,0.87,46.48,1182.76,1179.26,3.5,8.08,9.27
2019-01-07,1177.46,6.67,6.67,0.0,4.48,4.61,0.97,49.28,1181.94,1179.12,2.82,6.67,9.09
2019-01-08,1177.07,-0.39,0.0,0.39,4.16,4.31,0.97,49.12,1181.19,1178.97,2.22,0.39,8.47
2019-01-09,1179.36,2.29,2.29,0.0,4.03,4.0,1.01,50.16,1180.91,1179.0,1.91,2.29,8.03
2019-01-10,1180.84,1.48,1.48,0.0,3.84,3.71,1.03,50.86,1180.9,1179.14,1.76,1.48,7.56
2019-01-13,1175.05,-5.79,0.0,5.79,3.57,3.86,0.92,48.03,1180.0,1178.83,1.17,5.79,7.43
2019-01-14,1178.03,2.98,2.98,0.0,3.53,3.59,0.98,49.58,1179.7,1178.78,0.92,2.98,7.11
2019-01-15,1195.54,17.51,17.51,0.0,4.53,3.33,1.36,57.61,1182.13,1180.02,2.12,17.51,7.86
2019-01-16,1187.97,-7.57,0.0,7.57,4.2,3.63,1.16,53.63,1183.03,1180.61,2.43,7.57,7.84
2019-01-17,1187.77,-0.2,0.0,0.2,3.9,3.39,1.15,53.53,1183.76,1181.14,2.62,0.2,7.29
2019-01-20,1179.17,-8.6,0.0,8.6,3.62,3.76,0.96,49.07,1183.05,1180.99,2.06,8.6,7.38
2019-01-21,1167.69,-11.48,0.0,11.48,3.36,4.31,0.78,43.83,1180.69,1180.01,0.69,11.48,7.68
2019-01-22,1168.83,1.14,1.14,0.0,3.21,4.0,0.8,44.47,1178.87,1179.18,-0.31,1.14,7.21
2019-01-23,1172.98,4.15,4.15,0.0,3.27,3.72,0.88,46.82,1177.96,1178.72,-0.76,4.15,6.99
2019-01-24,1172.78,-0.2,0.0,0.2,3.04,3.47,0.88,46.72,1177.16,1178.28,-1.12,0.2,6.51
2019-01-27,1160.84,-11.94,0.0,11.94,2.82,4.07,0.69,40.94,1174.65,1176.99,-2.33,11.94,6.89
2019-01-28,1164.89,4.05,4.05,0.0,2.91,3.78,0.77,43.49,1173.15,1176.09,-2.94,4.05,6.69
2019-01-29,1160.99,-3.9,0.0,3.9,2.7,3.79,0.71,41.63,1171.28,1174.97,-3.69,3.9,6.49
2019-01-30,1160.59,-0.4,0.0,0.4,2.51,3.55,0.71,41.43,1169.64,1173.91,-4.27,0.4,6.06
2019-01-31,1161.63,1.04,1.04,0.0,2.4,3.29,0.73,42.19,1168.4,1173.0,-4.59,1.04,5.7
2019-02-03,1153.06,-8.57,0.0,8.57,2.23,3.67,0.61,37.82,1166.04,1171.52,-5.48,8.57,5.9
2019-02-04,1144.27,-8.79,0.0,8.79,2.07,4.04,0.51,33.93,1162.69,1169.5,-6.81,8.79,6.11
2019-02-05,1147.1,2.83,2.83,0.0,2.13,3.75,0.57,36.2,1160.29,1167.84,-7.55,2.83,5.88
2019-02-06,1139.72,-7.38,0.0,7.38,1.98,4.01,0.49,33.01,1157.13,1165.76,-8.63,7.38,5.98
2019-02-07,1139.57,-0.15,0.0,0.15,1.83,3.73,0.49,32.95,1154.43,1163.82,-9.39,0.15,5.57
2019-02-10,1127.53,-12.04,0.0,12.04,1.7,4.33,0.39,28.25,1150.29,1161.13,-10.84,12.04,6.03
2019-02-11,1128.86,1.33,1.33,0.0,1.68,4.02,0.42,29.45,1146.99,1158.74,-11.75,1.33,5.69
2019-02-12,1128.19,-0.67,0.0,0.67,1.56,3.78,0.41,29.18,1144.1,1156.48,-12.38,0.67,5.33
2019-02-13,1121.08,-7.11,0.0,7.11,1.45,4.02,0.36,26.47,1140.56,1153.86,-13.3,7.11,5.46
2019-02-14,1112.87,-8.21,0.0,8.21,1.34,4.32,0.31,23.73,1136.3,1150.82,-14.52,8.21,5.66
2019-02-17,1109.72,-3.15,0.0,3.15,1.25,4.23,0.29,22.75,1132.21,1147.78,-15.57,3.15,5.48
2019-02-18,1102.51,-7.21,0.0,7.21,1.16,4.44,0.26,20.66,1127.64,1144.42,-16.78,7.21,5.6
2019-02-19,1124.23,21.72,21.72,0.0,2.63,4.13,0.64,38.89,1127.12,1142.93,-15.81,21.72,6.75
2019-02-20,1112.23,-12.0,0.0,12.0,2.44,4.69,0.52,34.21,1124.83,1140.65,-15.83,12.0,7.13
2019-02-21,1113.07,0.84,0.84,0.0,2.32,4.35,0.53,34.8,1123.02,1138.61,-15.59,0.84,6.68
2019-02-24,1102.32,-10.75,0.0,10.75,2.16,4.81,0.45,30.97,1119.83,1135.92,-16.09,10.75,6.97
2019-02-25,1109.73,7.41,7.41,0.0,2.53,4.47,0.57,36.19,1118.28,1133.98,-15.7,7.41,7.0
2019-02-26,1102.56,-7.17,0.0,7.17,2.35,4.66,0.5,33.54,1115.86,1131.65,-15.79,7.17,7.01
2019-02-27,1105.53,2.97,2.97,0.0,2.4,4.33,0.55,35.64,1114.27,1129.72,-15.45,2.97,6.72
2019-03-03,1100.58,-4.95,0.0,4.95,2.23,4.37,0.51,33.73,1112.16,1127.56,-15.4,4.95,6.6
2019-03-05,1102.64,2.06,2.06,0.0,2.21,4.06,0.55,35.28,1110.7,1125.71,-15.02,2.06,6.27
2019-03-06,1111.76,9.12,9.12,0.0,2.71,3.77,0.72,41.79,1110.86,1124.68,-13.82,9.12,6.48
2019-03-07,1127.77,16.01,16.01,0.0,3.66,3.5,1.04,51.09,1113.46,1124.91,-11.45,16.01,7.16
2019-03-10,1128.71,0.94,0.94,0.0,3.46,3.25,1.07,51.58,1115.81,1125.19,-9.38,0.94,6.71
2019-03-11,1142.93,14.22,14.22,0.0,4.23,3.02,1.4,58.37,1119.98,1126.51,-6.52,14.22,7.25
2019-03-12,1163.26,20.33,20.33,0.0,5.38,2.8,1.92,65.75,1126.64,1129.23,-2.59,20.33,8.18
2019-03-13,1150.1,-13.16,0.0,13.16,5.0,3.54,1.41,58.52,1130.25,1130.77,-0.52,13.16,8.54
2019-03-14,1155.5,5.4,5.4,0.0,5.03,3.29,1.53,60.44,1134.13,1132.61,1.53,5.4,8.32
2019-03-17,1161.45,5.95,5.95,0.0,5.09,3.05,1.67,62.5,1138.34,1134.74,3.59,5.95,8.15
2019-03-18,1153.98,-7.47,0.0,7.47,4.73,3.37,1.4,58.39,1140.74,1136.17,4.58,7.47,8.1
2019-03-19,1147.15,-6.83,0.0,6.83,4.39,3.62,1.21,54.83,1141.73,1136.98,4.75,6.83,8.01
2019-03-21,1140.6,-6.55,0.0,6.55,4.08,3.83,1.07,51.58,1141.56,1137.25,4.31,6.55,7.9
2019-03-24,1134.8,-5.8,0.0,5.8,3.79,3.97,0.95,48.83,1140.52,1137.07,3.45,5.8,7.75
2019-03-25,1138.67,3.87,3.87,0.0,3.79,3.68,1.03,50.72,1140.23,1137.19,3.05,3.87,7.48
2019-03-26,1140.72,2.05,2.05,0.0,3.67,3.42,1.07,51.74,1140.31,1137.45,2.86,2.05,7.09
2019-03-27,1142.61,1.89,1.89,0.0,3.54,3.18,1.11,52.71,1140.66,1137.83,2.83,1.89,6.72
2019-03-28,1144.53,1.92,1.92,0.0,3.42,2.95,1.16,53.72,1141.26,1138.33,2.93,1.92,6.37
2019-03-31,1143.09,-1.44,0.0,1.44,3.18,2.84,1.12,52.81,1141.54,1138.68,2.86,1.44,6.02
2019-04-01,1149.99,6.9,6.9,0.0,3.45,2.64,1.31,56.63,1142.84,1139.52,3.32,6.9,6.08
2019-04-02,1163.82,13.83,13.83,0.0,4.19,2.45,1.71,63.08,1146.07,1141.32,4.75,13.83,6.64
2019-04-03,1165.84,2.02,2.02,0.0,4.03,2.28,1.77,63.93,1149.11,1143.13,5.97,2.02,6.31
2019-04-04,1165.2,-0.64,0.0,0.64,3.74,2.16,1.73,63.43,1151.58,1144.77,6.82,0.64,5.9
2019-04-07,1182.36,17.16,17.16,0.0,4.7,2.0,2.35,70.12,1156.32,1147.55,8.77,17.16,6.71
2019-04-08,1191.68,9.32,9.32,0.0,5.03,1.86,2.7,73.0,1161.76,1150.82,10.94,9.32,6.89
2019-04-09,1181.1,-10.58,0.0,10.58,4.67,2.48,1.88,65.29,1164.73,1153.06,11.67,10.58,7.16
2019-04-10,1184.61,3.51,3.51,0.0,4.59,2.31,1.99,66.55,1167.79,1155.4,12.39,3.51,6.9
2019-04-11,1184.02,-0.59,0.0,0.59,4.26,2.18,1.95,66.12,1170.29,1157.52,12.77,0.59,6.45
2019-04-15,1188.71,4.69,4.69,0.0,4.29,2.03,2.12,67.92,1173.12,1159.83,13.29,4.69,6.32
2019-04-16,1212.05,23.34,23.34,0.0,5.65,1.88,3.0,75.01,1179.11,1163.7,15.41,23.34,7.54
2019-04-17,1217.04,4.99,4.99,0.0,5.61,1.75,3.21,76.22,1184.95,1167.65,17.3,4.99,7.35
2019-04-18,1232.26,15.22,15.22,0.0,6.29,1.62,3.88,79.49,1192.23,1172.44,19.79,15.22,7.92
2019-04-21,1264.2,31.94,31.94,0.0,8.12,1.51,5.39,84.35,1203.3,1179.23,24.07,31.94,9.63
2019-04-22,1256.94,-7.26,0.0,7.26,7.54,1.92,3.93,79.72,1211.55,1184.99,26.56,7.26,9.46
2019-04-23,1260.68,3.74,3.74,0.0,7.27,1.78,4.08,80.32,1219.11,1190.6,28.51,3.74,9.05
2019-04-24,1279.29,18.61,18.61,0.0,8.08,1.65,4.89,83.01,1228.37,1197.17,31.2,18.61,9.74
2019-04-25,1292.12,12.83,12.83,0.0,8.42,1.54,5.48,84.57,1238.18,1204.2,33.98,12.83,9.96
2019-04-28,1314.51,22.39,22.39,0.0,9.42,1.43,6.6,86.85,1249.92,1212.37,37.55,22.39,10.85
2019-04-29,1310.31,-4.2,0.0,4.2,8.75,1.62,5.38,84.34,1259.21,1219.63,39.58,4.2,10.37
2019-04-30,1298.6,-11.71,0.0,11.71,8.12,2.34,3.46,77.6,1265.27,1225.48,39.79,11.71,10.47
2019-05-02,1294.39,-4.21,0.0,4.21,7.54,2.48,3.04,75.27,1269.75,1230.58,39.17,4.21,10.02
2019-05-05,1277.68,-16.71,0.0,16.71,7.0,3.49,2.0,66.71,1270.97,1234.07,36.9,16.71,10.5
2019-05-06,1299.41,21.73,21.73,0.0,8.05,3.25,2.48,71.28,1275.35,1238.91,36.44,21.73,11.3
2019-05-07,1301.28,1.87,1.87,0.0,7.61,3.01,2.53,71.64,1279.34,1243.53,35.81,1.87,10.63
2019-05-08,1297.6,-3.68,0.0,3.68,7.07,3.06,2.31,69.78,1282.15,1247.53,34.61,3.68,10.13
2019-05-09,1291.96,-5.64,0.0,5.64,6.56,3.25,2.02,66.92,1283.66,1250.83,32.83,5.64,9.81
2019-05-12,1295.03,3.07,3.07,0.0,6.31,3.01,2.1,67.7,1285.41,1254.1,31.31,3.07,9.33
2019-05-13,1301.34,6.31,6.31,0.0,6.31,2.8,2.26,69.29,1287.86,1257.6,30.26,6.31,9.11
2019-05-14,1315.45,14.11,14.11,0.0,6.87,2.6,2.64,72.56,1292.1,1261.88,30.22,14.11,9.47
2019-05-15,1321.0,5.55,5.55,0.0,6.78,2.41,2.81,73.75,1296.55,1266.26,30.28,5.55,9.19
2019-05-16,1318.71,-2.29,0.0,2.29,6.29,2.4,2.62,72.36,1299.96,1270.15,29.81,2.29,8.7
2019-05-19,1316.84,-1.87,0.0,1.87,5.84,2.37,2.47,71.18,1302.55,1273.61,28.95,1.87,8.21
2019-05-20,1307.71,-9.13,0.0,9.13,5.43,2.85,1.9,65.57,1303.35,1276.13,27.21,9.13,8.27
2019-05-21,1312.14,4.43,4.43,0.0,5.35,2.65,2.02,66.93,1304.7,1278.8,25.9,4.43,8.0
2019-05-22,1319.63,7.49,7.49,0.0,5.51,2.46,2.24,69.15,1307.0,1281.82,25.17,7.49,7.96
2019-05-23,1314.55,-5.08,0.0,5.08,5.11,2.64,1.93,65.92,1308.16,1284.25,23.91,5.08,7.76
2019-05-26,1302.61,-11.94,0.0,11.94,4.75,3.31,1.44,58.94,1307.31,1285.61,21.7,11.94,8.06
2019-05-27,1302.96,0.35,0.35,0.0,4.43,3.07,1.44,59.08,1306.64,1286.89,19.74,0.35,7.51
2019-05-28,1305.49,2.53,2.53,0.0,4.3,2.85,1.51,60.11,1306.46,1288.27,18.19,2.53,7.15
2019-05-29,1313.88,8.39,8.39,0.0,4.59,2.65,1.73,63.41,1307.6,1290.17,17.43,8.39,7.24
2019-05-30,1319.47,5.59,5.59,0.0,4.66,2.46,1.9,65.47,1309.43,1292.34,17.09,5.59,7.12
2019-06-02,1305.68,-13.79,0.0,13.79,4.33,3.27,1.32,56.98,1308.85,1293.33,15.52,13.79,7.6
2019-06-03,1292.84,-12.84,0.0,12.84,4.02,3.95,1.02,50.42,1306.39,1293.29,13.1,12.84,7.97
2019-06-04,1289.28,-3.56,0.0,3.56,3.73,3.92,0.95,48.75,1303.76,1292.99,10.76,3.56,7.66
2019-06-06,1284.59,-4.69,0.0,4.69,3.47,3.98,0.87,46.56,1300.81,1292.37,8.44,4.69,7.45
2019-06-10,1275.82,-8.77,0.0,8.77,3.22,4.32,0.74,42.69,1296.96,1291.15,5.82,8.77,7.54
2019-06-11,1275.99,0.17,0.17,0.0,3.0,4.01,0.75,42.79,1293.74,1290.02,3.71,0.17,7.01
2019-06-12,1272.49,-3.5,0.0,3.5,2.79,3.98,0.7,41.2,1290.47,1288.72,1.74,3.5,6.76
2019-06-13,1269.55,-2.94,0.0,2.94,2.59,3.9,0.66,39.87,1287.25,1287.3,-0.05,2.94,6.49
2019-06-16,1258.27,-11.28,0.0,11.28,2.4,4.43,0.54,35.17,1282.79,1285.15,-2.36,11.28,6.83
2019-06-17,1260.9,2.63,2.63,0.0,2.42,4.11,0.59,37.03,1279.42,1283.36,-3.93,2.63,6.53
2019-06-18,1258.66,-2.24,0.0,2.24,2.25,3.98,0.56,36.08,1276.23,1281.53,-5.3,2.24,6.22
2019-06-19,1258.46,-0.2,0.0,0.2,2.09,3.71,0.56,35.99,1273.5,1279.82,-6.32,0.2,5.79
2019-06-20,1264.36,5.9,5.9,0.0,2.36,3.44,0.68,40.64,1272.09,1278.67,-6.58,5.9,5.8
2019-06-23,1254.35,-10.01,0.0,10.01,2.19,3.91,0.56,35.88,1269.36,1276.87,-7.51,10.01,6.1
2019-06-24,1260.1,5.75,5.75,0.0,2.44,3.63,0.67,40.21,1267.94,1275.63,-7.69,5.75,6.08
2019-06-25,1261.07,0.97,0.97,0.0,2.34,3.37,0.69,40.94,1266.88,1274.55,-7.67,0.97,5.71
2019-06-26,1258.29,-2.78,0.0,2.78,2.17,3.33,0.65,39.46,1265.56,1273.35,-7.79,2.78,5.5
2019-06-27,1257.15,-1.14,0.0,1.14,2.02,3.17,0.64,38.84,1264.26,1272.15,-7.88,1.14,5.19
2019-06-30,1244.89,-12.26,0.0,12.26,1.87,3.82,0.49,32.87,1261.28,1270.13,-8.84,12.26,5.7
2019-07-01,1241.61,-3.28,0.0,3.28,1.74,3.79,0.46,31.48,1258.26,1268.02,-9.76,3.28,5.52
2019-07-02,1253.06,11.45,11.45,0.0,2.43,3.51,0.69,40.9,1257.46,1266.91,-9.45,11.45,5.95
2019-07-03,1268.68,15.62,15.62,0.0,3.37,3.26,1.03,50.83,1259.18,1267.04,-7.85,15.62,6.64
2019-07-04,1260.47,-8.21,0.0,8.21,3.13,3.62,0.87,46.42,1259.38,1266.55,-7.17,8.21,6.75
